word,sentiment
railwai,Neutral
rain,Neutral
rais,Neutral
rake,Neutral
ralli,Positive
rambl,Negative
rampant,Negative
ran,Neutral
ranch,Objective
rancher,Neutral
random,Neutral
rang,Neutral
ranger,Neutral
rapid,Neutral
rapport,Positive
rapproach,Neutral
rapt,Positive
raptur,Positive
rare,Neutral
rascal,Negative
rash,Negative
rat,Negative
rate,Neutral
rather,Neutral
ratif,Neutral
ratifi,Neutral
ratio,Neutral
ration,Negative
rattl,Neutral
ravag,Negative
rave,Positive
raw,Neutral
razor,Neutral
reestablish,Neutral
reach,Neutral
react,Neutral
reaction,Neutral
reactionari,Negative
reactiv,Neutral
read,Objective
reader,Neutral
readili,Positive
readi,Objective
readjust,Neutral
reaffirm,Neutral
real,Positive
realis,Neutral
realism,Neutral
realist,Positive
realiti,Neutral
realiz,Neutral
realm,Neutral
reap,Positive
rear,Neutral
rearmament,Neutral
rearrang,Neutral
reason,Neutral
reassert,Neutral
reassur,Positive
rebat,Neutral
rebel,Negative
rebellion,Negative
rebelli,Negative
rebuff,Negative
rebuild,Neutral
rebuk,Negative
rebut,Negative
recalcitr,Negative
recal,Neutral
reced,Negative
receipt,Neutral
receiv,Neutral
recent,Neutral
recept,Neutral
recess,Neutral
reciproc,Neutral
reckless,Negative
reclaim,Positive
reclam,Neutral
reclin,Positive
recognis,Neutral
recognit,Neutral
recogn,Neutral
recoil,Negative
recommend,Neutral
recompens,Positive
reconcil,Positive
reconcili,Positive
reconsid,Neutral
reconsider,Neutral
reconstitut,Neutral
reconstruct,Neutral
record,Neutral
recours,Neutral
recov,Neutral
recoveri,Neutral
recreat,Neutral
recrimin,Neutral
recruit,Neutral
rectitud,Neutral
rector,Neutral
recur,Neutral
recurr,Neutral
red,Objective
redeem,Positive
redempt,Positive
redevelop,Neutral
redhead,Neutral
redress,Neutral
reduc,Neutral
reduct,Neutral
redund,Negative
reef,Neutral
reemploi,Neutral
reexamin,Neutral
refer,Neutral
refin,Positive
reflect,Neutral
reflex,Neutral
reform,Neutral
refrain,Negative
refriger,Neutral
refug,Positive
refuge,Negative
refund,Neutral
refus,Negative
regain,Neutral
regal,Positive
regard,Neutral
regardless,Negative
regent,Neutral
regim,Neutral
regiment,Objective
region,Neutral
regist,Neutral
registr,Neutral
regress,Negative
regret,Negative
regrett,Negative
regroup,Neutral
regular,Neutral
regul,Neutral
rehabilit,Neutral
reign,Neutral
reinforc,Objective
reinstat,Positive
reiter,Neutral
reject,Negative
rejoic,Positive
relaps,Negative
relat,Neutral
relationship,Neutral
rel,Neutral
relaunch,Neutral
relax,Neutral
releas,Neutral
relentless,Neutral
relev,Positive
reliabl,Positive
relianc,Neutral
relief,Positive
reliev,Neutral
religion,Neutral
religi,Positive
relinquish,Neutral
relish,Positive
reluct,Negative
reli,Neutral
remain,Neutral
remaind,Neutral
remark,Neutral
remedi,Positive
rememb,Neutral
remind,Neutral
remodel,Positive
remors,Negative
remot,Neutral
remov,Neutral
remuner,Neutral
renaiss,Positive
render,Neutral
renew,Neutral
renounc,Negative
renov,Positive
renown,Positive
rent,Neutral
rental,Neutral
renunci,Negative
reorgan,Neutral
rep,Neutral
repaid,Neutral
repair,Positive
repar,Positive
repai,Neutral
repeal,Negative
repeat,Neutral
repel,Neutral
repent,Positive
repetit,Neutral
replac,Neutral
replenish,Neutral
repli,Neutral
report,Neutral
repos,Positive
reprehens,Negative
repres,Neutral
represent,Neutral
repress,Negative
repris,Neutral
reproach,Negative
republ,Neutral
republican,Objective
repudi,Negative
repugn,Negative
repuls,Negative
reput,Positive
request,Neutral
requir,Neutral
requisit,Neutral
rescu,Positive
research,Neutral
resembl,Neutral
resent,Negative
reserv,Neutral
resid,Neutral
residenti,Neutral
resign,Neutral
resist,Neutral
resolut,Positive
resolv,Positive
resort,Neutral
resound,Positive
resourc,Neutral
respect,Positive
respit,Positive
resplend,Positive
respond,Neutral
respons,Neutral
rest,Neutral
restat,Neutral
restaur,Neutral
restitut,Neutral
restless,Negative
restor,Positive
restrain,Neutral
restraint,Neutral
restrict,Negative
result,Neutral
resum,Neutral
resumpt,Neutral
resurrect,Positive
retail,Neutral
retain,Neutral
retali,Negative
retard,Negative
retent,Neutral
retir,Negative
retreat,Negative
retrench,Neutral
return,Neutral
reunif,Neutral
reunifi,Neutral
reunion,Positive
reunit,Positive
revalu,Neutral
reveal,Neutral
revel,Positive
reveng,Negative
revenu,Neutral
rever,Positive
reverend,Neutral
revers,Neutral
revert,Negative
review,Neutral
revis,Neutral
revisit,Neutral
revit,Positive
reviv,Positive
revok,Negative
revolt,Negative
revolut,Negative
revolutionari,Neutral
reward,Positive
rhine,Neutral
rhineland,Neutral
rhinocero,Neutral
rhode,Neutral
rhodesia,Neutral
rhodesian,Neutral
rhythm,Neutral
rhythmic,Neutral
rib,Neutral
ribbon,Neutral
rice,Neutral
rich,Positive
rid,Negative
ride,Neutral
rider,Neutral
ridg,Neutral
ridicul,Negative
rifl,Neutral
right,Positive
right0,Neutral
right_0,Neutral
righteou,Positive
righteous,Positive
rigid,Negative
rigor,Negative
ring,Neutral
riot,Neutral
rip,Negative
ripe,Positive
ripen,Positive
rippl,Neutral
rise,Neutral
risen,Neutral
risk,Neutral
riski,Negative
rite,Neutral
ritual,Neutral
rival,Negative
rivalri,Negative
river,Neutral
road,Neutral
roar,Neutral
rob,Neutral
robber,Negative
robberi,Negative
robust,Positive
rock,Neutral
rocker,Neutral
rocket,Neutral
rocki,Neutral
rod,Neutral
rode,Neutral
rodent,Neutral
rogu,Negative
role,Neutral
roll,Neutral
roller,Neutral
romanc,Positive
romant,Positive
romantic,Positive
rome,Neutral
roof,Neutral
roofer,Neutral
room,Neutral
roommat,Neutral
roosevelt,Neutral
root,Objective
rope,Neutral
rose,Neutral
rosi,Positive
rot,Negative
rotten,Negative
roug,Neutral
rough,Negative
round,Neutral
roundabout,Negative
rous,Positive
rout,Neutral
routin,Neutral
row,Neutral
royal,Neutral
royalti,Neutral
rub,Neutral
rubber,Neutral
rubbish,Negative
rude,Negative
rue,Negative
ruffian,Negative
rug,Neutral
ruin,Negative
ruinou,Negative
rule,Neutral
ruler,Objective
rumania,Neutral
rumor,Negative
rumpl,Negative
run,Neutral
run_0,Neutral
run_,Neutral
runawai,Negative
runner,Neutral
ruptur,Negative
rural,Neutral
rush,Neutral
russia,Neutral
russian,Neutral
rusti,Negative
ruthless,Negative
rwanda,Neutral
sabotag,Negative
sacr,Positive
sacrific,Neutral
sad,Negative
safe,Positive
safeguard,Positive
safeti,Neutral
sag,Negative
saga,Neutral
sagac,Positive
sage,Positive
said,Neutral
sail,Neutral
saint,Positive
sake,Neutral
salami,Neutral
salari,Neutral
sale,Neutral
salesman,Neutral
salesmanship,Neutral
salesmen,Objective
salin,Neutral
salt,Neutral
salutari,Positive
salut,Positive
salvag,Neutral
salvat,Positive
same,Objective
sampl,Neutral
sanctifi,Positive
sanction,Objective
sanctiti,Neutral
sanctuari,Positive
sand,Neutral
sandi,Neutral
sane,Positive
sang,Objective
sanguin,Positive
sanitari,Positive
sanit,Neutral
saniti,Positive
sank,Negative
san,Neutral
sap,Negative
sarcasm,Negative
sarcast,Negative
sardinia,Neutral
sat,Neutral
satellit,Neutral
satir,Neutral
satisfact,Positive
satisfactorili,Positive
satisfactori,Positive
satisfi,Positive
saturdai,Neutral
savag,Negative
save,Positive
savor,Positive
savvi,Positive
saw,Objective
sai,Neutral
scald,Negative
scale,Neutral
scamper,Positive
scandal,Negative
scant,Neutral
scapegoat,Negative
scar,Negative
scarc,Neutral
scarciti,Negative
scare,Negative
scari,Negative
scatter,Neutral
scene,Neutral
sceneri,Neutral
sceptic,Objective
schedul,Neutral
schemat,Neutral
scheme,Negative
scholar,Neutral
scholarship,Neutral
scholast,Neutral
school,Neutral
schoolroom,Neutral
scienc,Neutral
scientif,Neutral
scientist,Neutral
scoff,Negative
scold,Negative
scope,Neutral
scorch,Negative
score,Neutral
scorn,Negative
scotland,Neutral
scottish,Neutral
scoundrel,Negative
scowl,Negative
scrambl,Neutral
scrape,Negative
scratch,Neutral
scrawl,Neutral
scream,Negative
screech,Negative
screw,Neutral
scrub,Neutral
scrupl,Positive
scrupul,Positive
scrutin,Negative
scrutini,Neutral
scuffl,Negative
sculptur,Neutral
scum,Negative
sea,Neutral
seal,Neutral
seaman,Neutral
seamen,Neutral
search,Objective
searcher,Neutral
seashor,Neutral
season,Neutral
seat,Neutral
seato,Neutral
seced,Negative
secess,Negative
second,Neutral
secondari,Neutral
secreci,Negative
secret,Negative
secretari,Neutral
sect,Neutral
section,Neutral
sector,Objective
secur,Neutral
securitycouncil,Neutral
sedan,Neutral
sedentari,Negative
sediment,Neutral
sedit,Neutral
sediti,Neutral
seduc,Neutral
see,Neutral
seed,Neutral
seek,Neutral
seeker,Neutral
seem,Neutral
seen,Objective
seeth,Negative
segment,Neutral
segreg,Negative
seiz,Negative
seldom,Objective
select,Neutral
self,Neutral
selfcontain,Positive
selfdetermin,Neutral
selfgovern,Objective
selfrespect,Positive
selfish,Negative
sell,Neutral
seller,Neutral
semant,Neutral
semblanc,Positive
semest,Neutral
seminari,Neutral
senat,Neutral
send,Neutral
seNegative,Neutral
senil,Negative
senior,Neutral
sensat,Positive
sens,Neutral
senseless,Negative
sensibl,Positive
sensit,Positive
sensori,Neutral
sent,Neutral
sentenc,Neutral
sentiment,Neutral
separ,Neutral
septemb,Neutral
sequenc,Neutral
sequest,Negative
seren,Positive
sergeant,Neutral
seri,Neutral
seriou,Positive
serious,Positive
sermon,Neutral
serum,Neutral
servant,Neutral
serv,Neutral
servic,Neutral
servicemen,Neutral
servitud,Negative
session,Neutral
set,Neutral
set0,Neutral
set_0,Neutral
set_,Neutral
setter,Neutral
settl,Neutral
settlement,Neutral
settler,Neutral
setup,Neutral
seven,Neutral
seventeen,Neutral
seventeenth,Objective
seventh,Neutral
seventi,Neutral
sever,Negative
sew,Neutral
sex,Neutral
sexual,Neutral
shabbi,Negative
shade,Neutral
shadow,Neutral
shadi,Negative
shaft,Neutral
shaggi,Negative
shake,Negative
shaken,Neutral
shaker,Neutral
shall,Neutral
shallow,Negative
shame,Negative
shameless,Negative
shape,Neutral
share,Positive
shark,Negative
sharp,Neutral
sharpen,Neutral
shatter,Objective
she,Neutral
shed,Neutral
sheep,Neutral
sheer,Neutral
sheet,Neutral
shelf,Neutral
shell,Neutral
shelter,Positive
shelv,Neutral
sheriff,Neutral
shield,Positive
shift,Neutral
shine,Neutral
shini,Positive
ship,Objective
shipbuild,Neutral
shipment,Neutral
shipwreck,Negative
shirk,Negative
shirt,Neutral
shiver,Negative
shock,Negative
shoddi,Negative
shoe,Neutral
shook,Neutral
shoot,Negative
shop,Neutral
shore,Neutral
short,Neutral
shortterm,Neutral
shortag,Negative
shortcom,Negative
shorten,Neutral
shortsight,Negative
shot,Negative
should,Neutral
shoulder,Neutral
shout,Neutral
shove,Negative
show,Neutral
shower,Neutral
shown,Neutral
shrank,Neutral
shred,Negative
shrew,Negative
shrewd,Positive
shriek,Negative
shrill,Negative
shrink,Neutral
shrivel,Negative
shroud,Negative
shrug,Negative
shrunk,Neutral
shudder,Neutral
shun,Negative
shut,Neutral
shutter,Neutral
shy,Neutral
shyness,Negative
sick,Negative
sickli,Negative
side,Neutral
sidewalk,Neutral
sieg,Negative
sigh,Neutral
sight,Objective
sign,Neutral
signal,Neutral
signatori,Neutral
signatur,Neutral
signer,Neutral
signific,Positive
signifi,Positive
silenc,Neutral
silent,Neutral
silhouett,Objective
silk,Neutral
silli,Negative
silver,Neutral
similar,Neutral
simpl,Neutral
simplic,Positive
simplifi,Positive
simplist,Negative
simul,Neutral
sin,Negative
sinc,Neutral
sincer,Positive
sing,Neutral
singapor,Neutral
singer,Neutral
singl,Neutral
singli,Neutral
sinist,Negative
sink,Neutral
sir,Neutral
sister,Neutral
sit,Neutral
site,Neutral
sitter,Neutral
situat,Neutral
six,Neutral
sixteen,Neutral
sixteenth,Neutral
sixth,Neutral
sixti,Neutral
sizabl,Neutral
size,Neutral
sizeabl,Neutral
skeptic,Negative
sketch,Neutral
sketchi,Negative
ski,Neutral
skil,Neutral
skill,Positive
skin,Neutral
skirmish,Negative
skirt,Neutral
skulk,Negative
sky,Neutral
skylin,Neutral
slack,Neutral
slam,Negative
slander,Negative
slap,Negative
slash,Negative
slaughter,Negative
slave,Neutral
slaveri,Neutral
slayer,Negative
sleazi,Negative
sleek,Positive
sleep,Neutral
sleepless,Negative
slender,Neutral
slept,Neutral
slice,Neutral
slid,Neutral
slide,Neutral
slight,Neutral
slim,Neutral
slime,Negative
slip,Neutral
slipper,Neutral
sloppi,Negative
slot,Neutral
sloth,Negative
slow,Neutral
slug,Negative
sluggish,Negative
slum,Neutral
slump,Negative
sly,Negative
smack,Negative
small,Objective
smart,Positive
smash,Negative
smear,Negative
smell,Neutral
smile,Positive
smitten,Positive
smoke,Neutral
smoker,Neutral
smoki,Neutral
smooth,Neutral
smother,Negative
smuggl,Negative
snack,Neutral
snake,Neutral
snap,Neutral
snare,Negative
snarl,Negative
snatch,Negative
sneak,Negative
sneer,Negative
snore,Negative
snow,Neutral
so,Neutral
soar,Neutral
sob,Negative
sober,Positive
sociabl,Positive
social,Neutral
socialist,Neutral
societi,Neutral
sociolog,Neutral
soever,Neutral
soft,Neutral
soil,Neutral
solac,Positive
solar,Neutral
sold,Neutral
soldier,Neutral
sole,Neutral
solemn,Neutral
solicitor,Neutral
solid,Neutral
solidar,Neutral
solut,Positive
solv,Objective
somalia,Neutral
somber,Negative
some,Objective
somebodi,Neutral
somehow,Neutral
someon,Neutral
someth,Neutral
sometim,Neutral
somewhat,Neutral
somewher,Neutral
son,Neutral
song,Neutral
soon,Neutral
sooth,Positive
sophist,Positive
sore,Negative
sorrow,Negative
sorri,Negative
sort,Neutral
sought,Positive
soul,Neutral
sound,Neutral
soup,Neutral
sour,Negative
sourc,Neutral
south,Neutral
southamerica,Neutral
southkorea,Neutral
southvietnam,Neutral
southeast,Neutral
southern,Neutral
southwest,Neutral
sovereign,Neutral
sovereignti,Neutral
soviet,Neutral
space,Neutral
spain,Neutral
span,Neutral
spanish,Neutral
spank,Negative
spare,Neutral
spark,Neutral
sparkl,Positive
speak,Neutral
speaker,Neutral
spear,Neutral
special,Positive
specialis,Neutral
specialist,Neutral
specif,Neutral
specifi,Neutral
spectacl,Neutral
spectacular,Positive
spectat,Neutral
specul,Neutral
speech,Objective
speechless,Neutral
speed,Neutral
speedili,Positive
speedi,Neutral
spell,Neutral
spend,Neutral
spent,Neutral
spill,Negative
spin,Neutral
spinster,Negative
spirit,Neutral
spiritu,Neutral
spit,Neutral
spite,Neutral
splendid,Positive
splendor,Positive
split,Neutral
spoil,Negative
spoke,Neutral
spoken,Neutral
spokesman,Neutral
sponsor,Neutral
spontan,Neutral
sporad,Neutral
sport,Neutral
spot,Neutral
spotless,Positive
sprain,Negative
sprang,Objective
sprawl,Neutral
sprai,Neutral
spread,Neutral
spreader,Neutral
sprightli,Positive
spring,Neutral
sprinkl,Neutral
sprung,Neutral
spun,Neutral
spur,Neutral
sputter,Negative
squad,Neutral
squadron,Neutral
squall,Neutral
squander,Negative
squandor,Neutral
squar,Objective
squat,Neutral
squeez,Neutral
squirrel,Neutral
stab,Negative
stabil,Positive
stabl,Positive
stadium,Neutral
staff,Neutral
stage,Neutral
stagecoach,Neutral
stagger,Neutral
stagnant,Negative
stain,Negative
stair,Neutral
stairwai,Neutral
stake,Neutral
stale,Negative
stalem,Negative
stalin,Neutral
stall,Neutral
stammer,Negative
stamp,Neutral
stanc,Neutral
stand,Neutral
standard,Neutral
standpoint,Neutral
standstil,Negative
stapl,Positive
star,Neutral
stare,Neutral
stark,Negative
start,Neutral
starter,Neutral
startl,Negative
starvat,Negative
starv,Negative
state,Neutral
statement,Neutral
statesman,Neutral
statesmen,Neutral
static,Negative
station,Neutral
stationari,Neutral
statist,Neutral
statuesqu,Positive
statu,Neutral
statut,Neutral
statutori,Neutral
staunch,Positive
stai,Neutral
steadfast,Positive
steadili,Neutral
steadi,Positive
steak,Neutral
steal,Negative
steam,Neutral
steamer,Neutral
steel,Neutral
steep,Neutral
steer,Neutral
stem,Neutral
step,Neutral
stepp,Neutral
stereo,Objective
stereotyp,Neutral
sterl,Neutral
stern,Negative
stick,Neutral
stiff,Objective
stiffli,Neutral
stifl,Negative
stigma,Negative
still,Neutral
stimul,Positive
stimulu,Objective
sting,Negative
stink,Negative
stipul,Neutral
stir,Neutral
stock,Neutral
stockpil,Neutral
stoicism,Neutral
stole,Negative
stolen,Negative
stomach,Neutral
stone,Neutral
stood,Neutral
stop,Neutral
stopper,Neutral
storag,Neutral
store,Neutral
storm,Neutral
stormi,Negative
stori,Neutral
stove,Neutral
straggl,Negative
straggler,Negative
straight,Neutral
straightforward,Positive
strain,Negative
strang,Neutral
stranger,Neutral
strangl,Negative
strateg,Neutral
strategi,Neutral
stratum,Neutral
straw,Objective
strai,Negative
streak,Neutral
stream,Neutral
streamer,Neutral
street,Neutral
strength,Neutral
strengthen,Neutral
strenuou,Neutral
stress,Negative
stretch,Neutral
stricken,Negative
strict,Negative
stride,Neutral
strife,Negative
strike,Negative
string,Neutral
stringent,Negative
strip,Neutral
strive,Neutral
striven,Neutral
stroke,Neutral
strong,Neutral
stronghold,Neutral
strove,Neutral
struck,Negative
structur,Neutral
struggl,Negative
strut,Positive
stubborn,Negative
stubbornli,Negative
stuck,Neutral
stud,Positive
student,Neutral
studio,Neutral
studiou,Positive
studi,Neutral
stuff,Neutral
stuffi,Negative
stumbl,Neutral
stun,Neutral
stunt,Negative
stupend,Positive
stupid,Negative
stupor,Negative
sturdi,Positive
style,Neutral
stylish,Positive
suav,Positive
subdu,Neutral
subject,Neutral
subjug,Negative
sublim,Positive
submarin,Neutral
submerg,Neutral
submiss,Neutral
submit,Neutral
subordin,Neutral
subscrib,Positive
subscript,Positive
subsequ,Neutral
subservi,Negative
subsid,Negative
subsidi,Positive
subsist,Positive
substanc,Neutral
substanti,Neutral
substitut,Neutral
subtl,Positive
subtract,Negative
suburb,Neutral
suburban,Neutral
subvers,Negative
subvert,Negative
succe,Positive
success,Positive
successor,Neutral
succumb,Negative
such,Neutral
sucker,Negative
sudan,Neutral
sudden,Neutral
suffer,Negative
suffic,Positive
suffici,Positive
suffoc,Negative
suffrag,Neutral
sugar,Neutral
suggest,Neutral
suicid,Neutral
suit,Neutral
suitabl,Positive
suitcas,Neutral
sullen,Negative
sultan,Neutral
sum,Neutral
summar,Neutral
summari,Neutral
summer,Neutral
summit,Positive
summon,Neutral
sumptuou,Positive
sun,Neutral
sunburn,Neutral
sundai,Neutral
sunder,Negative
sundown,Objective
sung,Neutral
sunk,Neutral
sunken,Neutral
sunlight,Neutral
sunshin,Neutral
super,Positive
superfici,Negative
superflu,Negative
superintend,Objective
superior,Positive
superl,Positive
supernatur,Neutral
superstit,Negative
superstiti,Negative
supervis,Neutral
supper,Neutral
supplement,Neutral
supplementari,Neutral
supplier,Neutral
suppli,Neutral
support,Positive
suppos,Neutral
suppress,Negative
supra,Neutral
supran,Neutral
supremaci,Neutral
suprem,Positive
sure,Neutral
surfac,Neutral
surg,Positive
surgeon,Neutral
surinam,Neutral
surmis,Positive
surmount,Positive
surpass,Positive
surplu,Neutral
surpris,Neutral
surrend,Neutral
surround,Neutral
surveil,Neutral
survei,Neutral
surviv,Positive
survivor,Positive
suscept,Negative
suspect,Negative
suspend,Negative
suspens,Neutral
suspicion,Negative
suspici,Negative
sustain,Neutral
swallow,Neutral
swam,Neutral
swamp,Neutral
swai,Neutral
swear,Negative
sweat,Neutral
sweden,Neutral
sweep,Neutral
sweet,Positive
sweeten,Positive
sweetheart,Positive
swept,Neutral
swift,Neutral
swim,Neutral
swimmer,Neutral
swing,Neutral
swiss,Objective
switch,Neutral
switzerland,Neutral
swollen,Neutral
swoon,Positive
sword,Neutral
swore,Negative
sworn,Positive
swung,Neutral
symbol,Neutral
symmetri,Positive
sympathet,Positive
sympathis,Neutral
sympath,Positive
sympathi,Positive
symphon,Objective
symphoni,Neutral
symptom,Negative
syndic,Neutral
synthesi,Positive
synthet,Objective
syria,Neutral
syrup,Neutral
system,Neutral
systemat,Neutral
tabl,Neutral
taboo,Negative
tact,Positive
tactic,Neutral
tail,Neutral
tailor,Neutral
taint,Negative
taiwan,Objective
take,Neutral
take_0,Neutral
take_,Neutral
taken,Neutral
tale,Neutral
talent,Positive
talk,Neutral
talker,Neutral
tall,Neutral
tamper,Negative
tanganyika,Neutral
tangibl,Neutral
tangl,Neutral
tank,Neutral
tantamount,Neutral
tantrum,Negative
tap,Neutral
tardi,Negative
target,Neutral
tariff,Negative
task,Neutral
tast,Neutral
tatter,Negative
taught,Neutral
taunt,Negative
taut,Objective
tax,Neutral
taxabl,Neutral
taxat,Neutral
taxi,Neutral
taxpay,Neutral
tea,Neutral
teach,Neutral
teacher,Neutral
team,Neutral
teamster,Neutral
tear,Negative
teas,Negative
technic,Neutral
technician,Neutral
techniqu,Neutral
technolog,Neutral
tediou,Negative
teenag,Objective
teeth,Neutral
telegram,Neutral
telegraph,Neutral
televis,Neutral
tell,Neutral
teller,Neutral
temer,Neutral
temper,Negative
temperatur,Neutral
tempest,Negative
templ,Neutral
temporarili,Negative
temporari,Neutral
tempt,Positive
temptat,Negative
ten,Neutral
tenaci,Positive
tenac,Positive
tenant,Neutral
tend,Neutral
tendenc,Neutral
tender,Neutral
tennesse,Neutral
tenni,Neutral
tens,Negative
tension,Negative
tent,Neutral
tenth,Neutral
term,Neutral
termin,Neutral
terribl,Negative
terrif,Positive
terrifi,Negative
territori,Neutral
terror,Negative
test,Neutral
testament,Neutral
testifi,Neutral
testimoni,Neutral
texa,Neutral
text,Neutral
textil,Neutral
textur,Neutral
thailand,Neutral
than,Neutral
thank,Positive
that,Neutral
the,Neutral
theater,Objective
theatr,Neutral
thee,Objective
theft,Negative
their,Neutral
them,Neutral
theme,Neutral
themselv,Neutral
then,Neutral
thenc,Neutral
theolog,Neutral
theologi,Neutral
theoret,Neutral
theori,Neutral
therapeut,Positive
therapist,Neutral
therapi,Neutral
there,Neutral
thereaft,Neutral
therebi,Neutral
therefor,Neutral
therefrom,Neutral
therein,Neutral
thereof,Neutral
thereon,Neutral
thereto,Neutral
thereupon,Neutral
thermomuclear,Neutral
these,Neutral
thei,Neutral
thick,Neutral
thicken,Neutral
thief,Negative
thiev,Neutral
thin,Neutral
thing,Neutral
think,Neutral
thinker,Neutral
third,Neutral
thirst,Negative
thirsti,Negative
thirteen,Neutral
thirteenth,Neutral
thirti,Neutral
thi,Neutral
thorn,Neutral
thorni,Negative
thorough,Positive
those,Neutral
thou,Neutral
though,Neutral
thought,Neutral
thoughtless,Negative
thousand,Neutral
thousandth,Neutral
thrash,Negative
threat,Negative
threaten,Negative
three,Neutral
threedimension,Neutral
threshold,Neutral
threw,Neutral
thrift,Positive
thrifti,Positive
thrill,Positive
thrive,Positive
throat,Neutral
throne,Neutral
through,Neutral
throughout,Neutral
throw,Neutral
thrown,Neutral
thrust,Neutral
thud,Negative
thumb,Neutral
thunder,Neutral
thursdai,Neutral
thu,Neutral
thwart,Negative
thy,Neutral
thyroid,Neutral
ticket,Neutral
tide,Neutral
tie,Neutral
tiger,Neutral
tight,Neutral
till,Neutral
timber,Neutral
time,Neutral
time_0,Neutral
time_,Neutral
timer,Neutral
timid,Neutral
tin,Neutral
tingl,Positive
tini,Neutral
tire,Neutral
tiresom,Negative
titl,Neutral
tnt,Objective
to,Neutral
to_0,Neutral
to_,Neutral
toast,Neutral
tobacco,Neutral
todai,Neutral
toe,Neutral
togeth,Neutral
togo,Neutral
toil,Negative
toilet,Neutral
told,Neutral
toler,Negative
toll,Objective
tomorrow,Neutral
ton,Objective
tone,Neutral
tongu,Neutral
tonight,Neutral
too,Neutral
took,Objective
tooth,Neutral
top,Neutral
topic,Neutral
topmost,Positive
toppl,Negative
tore,Neutral
torment,Negative
torn,Neutral
torrent,Negative
tortur,Negative
tori,Neutral
toss,Neutral
total,Neutral
totalitarian,Neutral
totem,Neutral
touch,Neutral
touch0,Neutral
touch_0,Neutral
touch_,Neutral
touchi,Negative
tough,Neutral
tour,Neutral
tourist,Neutral
toward,Neutral
tower,Neutral
town,Neutral
township,Neutral
trace,Neutral
track,Neutral
tractor,Neutral
trade,Neutral
trader,Neutral
tradit,Positive
traditionalist,Neutral
traffic,Neutral
tragedi,Negative
tragic,Negative
trail,Neutral
train,Neutral
trait,Objective
traitor,Negative
tramp,Negative
trampl,Negative
tranquil,Positive
transact,Neutral
transcend,Neutral
transfer,Neutral
transform,Objective
transgress,Negative
transit,Neutral
translat,Neutral
transmit,Neutral
transom,Neutral
transport,Neutral
trap,Negative
trauma,Negative
traumat,Negative
travel,Neutral
travers,Neutral
trai,Neutral
treacher,Negative
treacheri,Negative
treason,Negative
treasur,Positive
treasuri,Neutral
treat,Neutral
treatis,Positive
treatment,Neutral
treati,Positive
tree,Neutral
trembl,Neutral
tremend,Positive
trend,Neutral
trespass,Negative
trial,Neutral
tribal,Neutral
tribe,Neutral
tribun,Neutral
tribut,Positive
trick,Negative
trifl,Neutral
trigger,Objective
trillion,Neutral
trim,Neutral
trinidad,Objective
trip,Neutral
triumph,Positive
triumphal,Positive
triumphant,Positive
trivial,Negative
troop,Neutral
trophi,Positive
tropic,Neutral
trot,Neutral
troubl,Negative
troublesom,Negative
trout,Neutral
truant,Negative
truck,Neutral
trudg,Negative
TRUE,Positive
trumpet,Neutral
trunk,Neutral
trust,Positive
trustworthi,Positive
truth,Positive
try,Neutral
tube,Neutral
tuesdai,Neutral
tumbl,Neutral
tune,Neutral
tunisia,Neutral
tunnel,Neutral
turbul,Negative
turkei,Neutral
turkish,Neutral
turmoil,Negative
turn,Neutral
turquois,Neutral
turtl,Neutral
tutelag,Neutral
twelfth,Neutral
twelv,Neutral
twentieth,Neutral
twentiethcenturi,Neutral
twenti,Neutral
twice,Neutral
twilight,Neutral
twin,Neutral
twist,Neutral
twitch,Negative
two,Neutral
ty,Neutral
type,Neutral
typewrit,Neutral
typic,Neutral
typographi,Neutral
tyrann,Neutral
tyranni,Negative
uganda,Neutral
ugh,Neutral
ugli,Negative
ultim,Neutral
ultimatum,Negative
unab,Neutral
unabl,Neutral
unaccustom,Negative
unalt,Neutral
unanim,Neutral
unarm,Negative
unassur,Neutral
unattract,Negative
unauthent,Negative
unavoid,Negative
unawar,Neutral
unbear,Negative
unbeliev,Negative
unbind,Neutral
unbound,Positive
unbroken,Positive
unceas,Neutral
uncertain,Neutral
uncertainti,Neutral
unchang,Neutral
uncheck,Neutral
uncivil,Negative
uncl,Neutral
unclean,Negative
unclear,Negative
uncomfort,Negative
uncommon,Positive
uncondit,Neutral
unconquer,Neutral
unconsci,Neutral
uncontest,Neutral
uncouth,Negative
undaunt,Neutral
undecid,Neutral
undefin,Neutral
undeni,Neutral
undepend,Negative
under,Neutral
underdevelop,Neutral
undergo,Neutral
undergon,Neutral
undergradu,Neutral
underground,Neutral
undermin,Negative
understand,Positive
understood,Positive
undertak,Neutral
undertaken,Neutral
undertook,Neutral
underwai,Neutral
underw,Neutral
underworld,Negative
undesir,Negative
undetermin,Neutral
undid,Negative
undignifi,Negative
undisput,Neutral
undisturb,Neutral
undivid,Neutral
undo,Negative
undon,Negative
undoubt,Neutral
undoubtedli,Positive
undu,Negative
uneasi,Negative
uneconom,Negative
unemploi,Negative
unemploy,Neutral
unequ,Negative
unequivoc,Neutral
unesco,Neutral
uneven,Negative
unexpect,Neutral
unexpectedli,Negative
unfail,Neutral
unfair,Negative
unfaith,Negative
unfamiliar,Negative
unfavor,Negative
unfavour,Neutral
unfeel,Negative
unfett,Neutral
unfinish,Neutral
